Table,Column,Peril,Country,Model
eqcncy,FIRE3,eq,cn,0
eqcncy,FIRE4,eq,cn,0
eqcncy,FIRE5,eq,cn,0
eqcncy,FIRE6,eq,cn,0
eqcncy,FIRE7,eq,cn,0
eqcncy,FIRE8,eq,cn,0
eqcncy,FIREUNC,eq,cn,0
eqcncy,GDMID,eq,cn,0
eqcncy,GEOID,eq,cn,0
eqcncy,GWD,eq,cn,0
eqcncy,LAND,eq,cn,0
eqcncy,LANDCV,eq,cn,0
eqcncy,LANDUNC,eq,cn,0
eqcncy,LIQ,eq,cn,0
eqcncy,LIQCV,eq,cn,0
eqcncy,LIQUNC,eq,cn,0
eqcncy,N160CS,eq,cn,0
eqcncy,NDVI,eq,cn,0
eqcncy,PHI,eq,cn,0
eqcncy,PRECIP,eq,cn,0
eqcncy,ROUGH,eq,cn,0
eqcncy,SLOPE,eq,cn,0
eqcncy,SOIL,eq,cn,0
eqcncy,SOILPERIOD,eq,cn,0
eqcncy,SOILPEROIDUNC,eq,cn,0
eqcncy,SOILTHICKNESS,eq,cn,0
eqcncy,SOILUNC,eq,cn,0
eqcncy,SOILVS,eq,cn,0
eqcncy,STATECODE,eq,cn,0
eqcncy,T15,eq,cn,0
eqcncy,TOPO,eq,cn,0
eqcncy,WFF,eq,cn,0
eqcndt,BASINID,eq,cn,0
eqcndt,COHES,eq,cn,0
eqcndt,CRITD,eq,cn,0
eqcndt,CTI,eq,cn,0
eqcndt,DC,eq,cn,0
eqcndt,DI,eq,cn,0
eqcndt,DISTRIV,eq,cn,0
eqcndt,ELEV,eq,cn,0
eqcndt,EQBI,eq,cn,0
eqcndt,FIRE,eq,cn,0
eqcndt,FIRE1,eq,cn,0
eqcndt,FIRE2,eq,cn,0
eqcndt,FIRE3,eq,cn,0
eqcndt,FIRE4,eq,cn,0
eqcndt,FIRE5,eq,cn,0
eqcndt,FIRE6,eq,cn,0
eqcndt,FIRE7,eq,cn,0
eqcndt,FIRE8,eq,cn,0
eqcndt,FIREUNC,eq,cn,0
eqcndt,GDMID,eq,cn,0
eqcndt,GEOID,eq,cn,0
eqcndt,GWD,eq,cn,0
eqcndt,LAND,eq,cn,0
eqcndt,LANDCV,eq,cn,0
eqcndt,LANDUNC,eq,cn,0
eqcndt,LIQ,eq,cn,0
eqcndt,LIQCV,eq,cn,0
eqcndt,LIQUNC,eq,cn,0
eqcndt,N160CS,eq,cn,0
eqcndt,NDVI,eq,cn,0
eqcndt,PHI,eq,cn,0
eqcndt,PRECIP,eq,cn,0
eqcndt,ROUGH,eq,cn,0
eqcndt,SLOPE,eq,cn,0
eqcndt,SOIL,eq,cn,0
eqcndt,SOILPERIOD,eq,cn,0
eqcndt,SOILPEROIDUNC,eq,cn,0
eqcndt,SOILTHICKNESS,eq,cn,0
eqcndt,SOILUNC,eq,cn,0
eqcndt,SOILVS,eq,cn,0
eqcndt,STATECODE,eq,cn,0
eqcndt,T15,eq,cn,0
eqcndt,TOPO,eq,cn,0
eqcndt,WFF,eq,cn,0
eqcnst,BASINID,eq,cn,0
eqcnst,COHES,eq,cn,0
eqcnst,CRITD,eq,cn,0
eqcnst,CTI,eq,cn,0
eqcnst,DC,eq,cn,0
eqcnst,DI,eq,cn,0
eqcnst,DISTRIV,eq,cn,0
eqcnst,ELEV,eq,cn,0
eqcnst,EQBI,eq,cn,0
eqcnst,FIRE,eq,cn,0
eqcnst,FIRE1,eq,cn,0
eqcnst,FIRE2,eq,cn,0
eqcnst,FIRE3,eq,cn,0
eqcnst,FIRE4,eq,cn,0
eqcnst,FIRE5,eq,cn,0
eqcnst,FIRE6,eq,cn,0
eqcnst,FIRE7,eq,cn,0
eqcnst,FIRE8,eq,cn,0
eqcnst,FIREUNC,eq,cn,0
eqcnst,GDMID,eq,cn,0
eqcnst,GEOID,eq,cn,0
eqcnst,GWD,eq,cn,0
eqcnst,LAND,eq,cn,0
eqcnst,LANDCV,eq,cn,0
eqcnst,LANDUNC,eq,cn,0
eqcnst,LIQ,eq,cn,0
eqcnst,LIQCV,eq,cn,0
eqcnst,LIQUNC,eq,cn,0
eqcnst,N160CS,eq,cn,0
eqcnst,NDVI,eq,cn,0
eqcnst,PHI,eq,cn,0
eqcnst,PRECIP,eq,cn,0
eqcnst,ROUGH,eq,cn,0
eqcnst,SLOPE,eq,cn,0
eqcnst,SOIL,eq,cn,0
eqcnst,SOILPERIOD,eq,cn,0
eqcnst,SOILPEROIDUNC,eq,cn,0
eqcnst,SOILTHICKNESS,eq,cn,0
eqcnst,SOILUNC,eq,cn,0
eqcnst,SOILVS,eq,cn,0
eqcnst,T15,eq,cn,0
eqcnst,TOPO,eq,cn,0
eqcnst,WFF,eq,cn,0
eqcnvrg_geoid,STATECODE,eq,cn,0
eqcnvrg_geoid,VRGHAZARD,eq,cn,0
eqcnvrgliq,CRITD,eq,cn,0
eqcnvrgliq,DC,eq,cn,0
eqcnvrgliq,DI,eq,cn,0
eqcnvrgliq,DISTRIV,eq,cn,0
eqcnvrgliq,GEOID,eq,cn,0
eqcnvrgliq,HAZ,eq,cn,0
eqcnvrgliq,HAZUNC,eq,cn,0
eqcnvrgliq,LIQCV,eq,cn,0
eqcnvrgliq,N160CS,eq,cn,0
eqcnvrgliq,T15,eq,cn,0
eqcnvrgliq,WFF,eq,cn,0
eqcnvrgsoil,GEOID,eq,cn,0
eqcnvrgsoil,HAZ,eq,cn,0
eqcnvrgsoil,HAZUNC,eq,cn,0
eqcocr,BASINID,eq,co,0
eqcocr,COHES,eq,co,0
eqcocr,CRITD,eq,co,0
eqcocr,CTI,eq,co,0
eqcocr,DC,eq,co,0
eqcocr,DI,eq,co,0
eqcocr,DISTRIV,eq,co,0
eqcocr,ELEV,eq,co,0
eqcocr,EQBI,eq,co,0
eqcocr,FIRE,eq,co,0
eqcocr,FIRE1,eq,co,0
eqcocr,FIRE2,eq,co,0
eqcocr,FIRE3,eq,co,0
eqcocr,FIRE4,eq,co,0
eqcocr,FIRE5,eq,co,0
eqcocr,FIRE6,eq,co,0
eqcocr,FIRE7,eq,co,0
eqcocr,FIRE8,eq,co,0
eqcocr,FIREUNC,eq,co,0
eqcocr,GDMID,eq,co,0
eqcocr,GEOID,eq,co,0
eqcocr,GWD,eq,co,0
eqcocr,LAND,eq,co,0
eqcocr,LANDCV,eq,co,0
eqcocr,LANDUNC,eq,co,0
eqcocr,LIQ,eq,co,0
eqcocr,LIQCV,eq,co,0
eqcocr,LIQUNC,eq,co,0
eqcocr,N160CS,eq,co,0
eqcocr,NDVI,eq,co,0
eqcocr,PHI,eq,co,0
eqcocr,PRECIP,eq,co,0
eqcocr,ROUGH,eq,co,0
eqcocr,SLOPE,eq,co,0
eqcocr,SOIL,eq,co,0
eqcocr,SOILPERIOD,eq,co,0
eqcocr,SOILPEROIDUNC,eq,co,0
eqcocr,SOILTHICKNESS,eq,co,0
eqcocr,SOILUNC,eq,co,0
eqcocr,SOILVS,eq,co,0
eqcocr,T15,eq,co,0
eqcocr,TOPO,eq,co,0
eqcocr,WFF,eq,co,0
eqcocy,BASINID,eq,co,0
eqcocy,COHES,eq,co,0
eqcocy,CRITD,eq,co,0
eqcocy,CTI,eq,co,0
eqcocy,DC,eq,co,0
eqcocy,DI,eq,co,0
eqcocy,DISTRIV,eq,co,0
eqcocy,ELEV,eq,co,0
eqcocy,EQBI,eq,co,0
eqcocy,FIRE,eq,co,0
eqcocy,FIRE1,eq,co,0
eqcocy,FIRE2,eq,co,0
eqcocy,FIRE3,eq,co,0
eqcocy,FIRE4,eq,co,0
eqcocy,FIRE5,eq,co,0
eqcocy,FIRE6,eq,co,0
eqcocy,FIRE7,eq,co,0
eqcocy,FIRE8,eq,co,0
eqcocy,FIREUNC,eq,co,0
eqcocy,GDMID,eq,co,0
eqcocy,GEOID,eq,co,0
eqcocy,GWD,eq,co,0
eqcocy,LAND,eq,co,0
eqcocy,LANDCV,eq,co,0
eqcocy,LANDUNC,eq,co,0
eqcocy,LIQ,eq,co,0
eqcocy,LIQCV,eq,co,0
eqcocy,LIQUNC,eq,co,0
eqcocy,N160CS,eq,co,0
eqcocy,NDVI,eq,co,0
eqcocy,PHI,eq,co,0
eqcocy,PRECIP,eq,co,0
eqcocy,ROUGH,eq,co,0
eqcocy,SLOPE,eq,co,0
eqcocy,SOIL,eq,co,0
eqcocy,SOILPERIOD,eq,co,0
eqcocy,SOILPEROIDUNC,eq,co,0
eqcocy,SOILTHICKNESS,eq,co,0
eqcocy,SOILUNC,eq,co,0
eqcocy,SOILVS,eq,co,0
eqcocy,STATECODE,eq,co,0
eqcocy,T15,eq,co,0
eqcocy,TOPO,eq,co,0
eqcocy,WFF,eq,co,0
eqcodt,BASINID,eq,co,0
eqcodt,COHES,eq,co,0
eqcodt,CRITD,eq,co,0
eqcodt,CTI,eq,co,0
eqcodt,DC,eq,co,0
eqcodt,DI,eq,co,0
eqcodt,DISTRIV,eq,co,0
eqcodt,ELEV,eq,co,0
eqcodt,EQBI,eq,co,0
eqcodt,FIRE,eq,co,0
eqcodt,FIRE1,eq,co,0
eqcodt,FIRE2,eq,co,0
eqcodt,FIRE3,eq,co,0
eqcodt,FIRE4,eq,co,0
eqcodt,FIRE5,eq,co,0
eqcodt,FIRE6,eq,co,0
eqcodt,FIRE7,eq,co,0
eqcodt,FIRE8,eq,co,0
eqcodt,FIREUNC,eq,co,0
eqcodt,GDMID,eq,co,0
eqcodt,GEOID,eq,co,0
eqcodt,GWD,eq,co,0
eqcodt,LAND,eq,co,0
eqcodt,LANDCV,eq,co,0
eqcodt,LANDUNC,eq,co,0
eqcodt,LIQ,eq,co,0
eqcodt,LIQCV,eq,co,0
eqcodt,LIQUNC,eq,co,0
eqcodt,N160CS,eq,co,0
eqcodt,NDVI,eq,co,0
eqcodt,PHI,eq,co,0
eqcodt,PRECIP,eq,co,0
eqcodt,ROUGH,eq,co,0
eqcodt,SLOPE,eq,co,0
eqcodt,SOIL,eq,co,0
eqcodt,SOILPERIOD,eq,co,0
eqcodt,SOILPEROIDUNC,eq,co,0
eqcodt,SOILTHICKNESS,eq,co,0
eqcodt,SOILUNC,eq,co,0
eqcodt,SOILVS,eq,co,0
eqcodt,STATECODE,eq,co,0
eqcodt,T15,eq,co,0
eqcodt,TOPO,eq,co,0
eqcodt,WFF,eq,co,0
eqcost,BASINID,eq,co,0
eqcost,COHES,eq,co,0
eqcost,CRITD,eq,co,0
eqcost,CTI,eq,co,0
eqcost,DC,eq,co,0
eqcost,DI,eq,co,0
eqcost,DISTRIV,eq,co,0
eqcost,ELEV,eq,co,0
eqcost,EQBI,eq,co,0
eqcost,FIRE,eq,co,0
eqcost,FIRE1,eq,co,0
eqcost,FIRE2,eq,co,0
eqcost,FIRE3,eq,co,0
eqcost,FIRE4,eq,co,0
eqcost,FIRE5,eq,co,0
eqcost,FIRE6,eq,co,0
eqcost,FIRE7,eq,co,0
eqcost,FIRE8,eq,co,0
eqcost,FIREUNC,eq,co,0
eqcost,GDMID,eq,co,0
eqcost,GEOID,eq,co,0
eqcost,GWD,eq,co,0
eqcost,LAND,eq,co,0
eqcost,LANDCV,eq,co,0
eqcost,LANDUNC,eq,co,0
eqcost,LIQ,eq,co,0
eqcost,LIQCV,eq,co,0
eqcost,LIQUNC,eq,co,0
eqcost,N160CS,eq,co,0
eqcost,NDVI,eq,co,0
eqcost,PHI,eq,co,0
eqcost,PRECIP,eq,co,0
eqcost,ROUGH,eq,co,0
eqcost,SLOPE,eq,co,0
eqcost,SOIL,eq,co,0
eqcost,SOILPERIOD,eq,co,0
eqcost,SOILPEROIDUNC,eq,co,0
eqcost,SOILTHICKNESS,eq,co,0
eqcost,SOILUNC,eq,co,0
eqcost,SOILVS,eq,co,0
eqcost,T15,eq,co,0
eqcost,TOPO,eq,co,0
eqcost,WFF,eq,co,0
eqcovrg_geoid,STATECODE,eq,co,0
eqcovrg_geoid,VRGHAZARD,eq,co,0
eqcovrgliq,CRITD,eq,co,0
eqcovrgliq,DC,eq,co,0
eqcovrgliq,DI,eq,co,0
eqcovrgliq,DISTRIV,eq,co,0
eqcovrgliq,GEOID,eq,co,0
eqcovrgliq,HAZ,eq,co,0
eqcovrgliq,HAZUNC,eq,co,0
eqcovrgliq,LIQCV,eq,co,0
eqcovrgliq,N160CS,eq,co,0
eqcovrgliq,T15,eq,co,0
eqcovrgliq,WFF,eq,co,0
eqcovrgsoil,GEOID,eq,co,0
eqcovrgsoil,HAZ,eq,co,0
eqcovrgsoil,HAZUNC,eq,co,0
eqcrcr,BASINID,eq,cr,0
eqcrcr,COHES,eq,cr,0
eqcrcr,CRITD,eq,cr,0
eqcrcr,CTI,eq,cr,0
eqcrcr,DC,eq,cr,0
eqcrcr,DI,eq,cr,0
eqcrcr,DISTRIV,eq,cr,0
eqcrcr,ELEV,eq,cr,0
eqcrcr,EQBI,eq,cr,0
eqcrcr,FIRE,eq,cr,0
eqcrcr,FIRE1,eq,cr,0
eqcrcr,FIRE2,eq,cr,0
eqcrcr,FIRE3,eq,cr,0
eqcrcr,FIRE4,eq,cr,0
eqcrcr,FIRE5,eq,cr,0
eqcrcr,FIRE6,eq,cr,0
eqcrcr,FIRE7,eq,cr,0
eqcrcr,FIRE8,eq,cr,0
eqcrcr,FIREUNC,eq,cr,0
eqcrcr,GDMID,eq,cr,0
eqcrcr,GEOID,eq,cr,0
eqcrcr,GWD,eq,cr,0
eqcrcr,LAND,eq,cr,0
eqcrcr,LANDCV,eq,cr,0
eqcrcr,LANDUNC,eq,cr,0
eqcrcr,LIQ,eq,cr,0
eqcrcr,LIQCV,eq,cr,0
eqcrcr,LIQUNC,eq,cr,0
eqcrcr,N160CS,eq,cr,0
eqcrcr,NDVI,eq,cr,0
eqcrcr,PHI,eq,cr,0
eqcrcr,PRECIP,eq,cr,0
eqcrcr,ROUGH,eq,cr,0
eqcrcr,SLOPE,eq,cr,0
eqcrcr,SOIL,eq,cr,0
eqcrcr,SOILPERIOD,eq,cr,0
eqcrcr,SOILPEROIDUNC,eq,cr,0
eqcrcr,SOILTHICKNESS,eq,cr,0
eqcrcr,SOILUNC,eq,cr,0
eqcrcr,SOILVS,eq,cr,0
eqcrcr,T15,eq,cr,0
eqcrcr,TOPO,eq,cr,0
eqcrcr,WFF,eq,cr,0
eqcrcy,BASINID,eq,cr,0
eqcrcy,COHES,eq,cr,0
eqcrcy,CRITD,eq,cr,0
eqcrcy,CTI,eq,cr,0
eqcrcy,DC,eq,cr,0
eqcrcy,DI,eq,cr,0
eqcrcy,DISTRIV,eq,cr,0
eqcrcy,ELEV,eq,cr,0
eqcrcy,EQBI,eq,cr,0
eqcrcy,FIRE,eq,cr,0
eqcrcy,FIRE1,eq,cr,0
eqcrcy,FIRE2,eq,cr,0
eqcrcy,FIRE3,eq,cr,0
eqcrcy,FIRE4,eq,cr,0
eqcrcy,FIRE5,eq,cr,0
eqcrcy,FIRE6,eq,cr,0
eqcrcy,FIRE7,eq,cr,0
eqcrcy,FIRE8,eq,cr,0
eqcrcy,FIREUNC,eq,cr,0
eqcrcy,GDMID,eq,cr,0
eqcrcy,GEOID,eq,cr,0
eqcrcy,GWD,eq,cr,0
eqcrcy,LAND,eq,cr,0
eqcrcy,LANDCV,eq,cr,0
eqcrcy,LANDUNC,eq,cr,0
eqcrcy,LIQ,eq,cr,0
eqcrcy,LIQCV,eq,cr,0
eqcrcy,LIQUNC,eq,cr,0
eqcrcy,N160CS,eq,cr,0
eqcrcy,NDVI,eq,cr,0
eqcrcy,PHI,eq,cr,0
eqcrcy,PRECIP,eq,cr,0
eqcrcy,ROUGH,eq,cr,0
eqcrcy,SLOPE,eq,cr,0
eqcrcy,SOIL,eq,cr,0
eqcrcy,SOILPERIOD,eq,cr,0
eqcrcy,SOILPEROIDUNC,eq,cr,0
eqcrcy,SOILTHICKNESS,eq,cr,0
eqcrcy,SOILUNC,eq,cr,0
eqcrcy,SOILVS,eq,cr,0
eqcrcy,STATECODE,eq,cr,0
eqcrcy,T15,eq,cr,0
eqcrcy,TOPO,eq,cr,0
eqcrcy,WFF,eq,cr,0
eqcrdt,BASINID,eq,cr,0
eqcrdt,COHES,eq,cr,0
eqcrdt,CRITD,eq,cr,0
eqcrdt,CTI,eq,cr,0
eqcrdt,DC,eq,cr,0
eqcrdt,DI,eq,cr,0
eqcrdt,DISTRIV,eq,cr,0
eqcrdt,ELEV,eq,cr,0
eqcrdt,EQBI,eq,cr,0
eqcrdt,FIRE,eq,cr,0
eqcrdt,FIRE1,eq,cr,0
eqcrdt,FIRE2,eq,cr,0
eqcrdt,FIRE3,eq,cr,0
eqcrdt,FIRE4,eq,cr,0
eqcrdt,FIRE5,eq,cr,0
eqcrdt,FIRE6,eq,cr,0
eqcrdt,FIRE7,eq,cr,0
eqcrdt,FIRE8,eq,cr,0
eqcrdt,FIREUNC,eq,cr,0
eqcrdt,GDMID,eq,cr,0
eqcrdt,GEOID,eq,cr,0
eqcrdt,GWD,eq,cr,0
eqcrdt,LAND,eq,cr,0
eqcrdt,LANDCV,eq,cr,0
eqcrdt,LANDUNC,eq,cr,0
eqcrdt,LIQ,eq,cr,0
eqcrdt,LIQCV,eq,cr,0
eqcrdt,LIQUNC,eq,cr,0
eqcrdt,N160CS,eq,cr,0
eqcrdt,NDVI,eq,cr,0
eqcrdt,PHI,eq,cr,0
eqcrdt,PRECIP,eq,cr,0
eqcrdt,ROUGH,eq,cr,0
eqcrdt,SLOPE,eq,cr,0
eqcrdt,SOIL,eq,cr,0
eqcrdt,SOILPERIOD,eq,cr,0
eqcrdt,SOILPEROIDUNC,eq,cr,0
eqcrdt,SOILTHICKNESS,eq,cr,0
eqcrdt,SOILUNC,eq,cr,0
eqcrdt,SOILVS,eq,cr,0
eqcrdt,STATECODE,eq,cr,0
eqcrdt,T15,eq,cr,0
eqcrdt,TOPO,eq,cr,0
eqcrdt,WFF,eq,cr,0
eqcrst,BASINID,eq,cr,0
eqcrst,COHES,eq,cr,0
eqcrst,CRITD,eq,cr,0
eqcrst,CTI,eq,cr,0
eqcrst,DC,eq,cr,0
eqcrst,DI,eq,cr,0
eqcrst,DISTRIV,eq,cr,0
eqcrst,ELEV,eq,cr,0
eqcrst,EQBI,eq,cr,0
eqcrst,FIRE,eq,cr,0
eqcrst,FIRE1,eq,cr,0
eqcrst,FIRE2,eq,cr,0
eqcrst,FIRE3,eq,cr,0
eqcrst,FIRE4,eq,cr,0
eqcrst,FIRE5,eq,cr,0
eqcrst,FIRE6,eq,cr,0
eqcrst,FIRE7,eq,cr,0
eqcrst,FIRE8,eq,cr,0
eqcrst,FIREUNC,eq,cr,0
eqcrst,GDMID,eq,cr,0
eqcrst,GEOID,eq,cr,0
eqcrst,GWD,eq,cr,0
eqcrst,LAND,eq,cr,0
eqcrst,LANDCV,eq,cr,0
eqcrst,LANDUNC,eq,cr,0
eqcrst,LIQ,eq,cr,0
eqcrst,LIQCV,eq,cr,0
eqcrst,LIQUNC,eq,cr,0
eqcrst,N160CS,eq,cr,0
eqcrst,NDVI,eq,cr,0
eqcrst,PHI,eq,cr,0
eqcrst,PRECIP,eq,cr,0
eqcrst,ROUGH,eq,cr,0
eqcrst,SLOPE,eq,cr,0
eqcrst,SOIL,eq,cr,0
eqcrst,SOILPERIOD,eq,cr,0
eqcrst,SOILPEROIDUNC,eq,cr,0
eqcrst,SOILTHICKNESS,eq,cr,0
eqcrst,SOILUNC,eq,cr,0
eqcrst,SOILVS,eq,cr,0
eqcrst,T15,eq,cr,0
eqcrst,TOPO,eq,cr,0
eqcrst,WFF,eq,cr,0
eqcrvrg_geoid,STATECODE,eq,cr,0
eqcrvrg_geoid,VRGHAZARD,eq,cr,0
eqcrvrgliq,CRITD,eq,cr,0
eqcrvrgliq,DC,eq,cr,0
eqcrvrgliq,DI,eq,cr,0
eqcrvrgliq,DISTRIV,eq,cr,0
eqcrvrgliq,GEOID,eq,cr,0
eqcrvrgliq,HAZ,eq,cr,0
eqcrvrgliq,HAZUNC,eq,cr,0
eqcrvrgliq,LIQCV,eq,cr,0
eqcrvrgliq,N160CS,eq,cr,0
eqcrvrgliq,T15,eq,cr,0
eqcrvrgliq,WFF,eq,cr,0
eqcrvrgsoil,GEOID,eq,cr,0
eqcrvrgsoil,HAZ,eq,cr,0
eqcrvrgsoil,HAZUNC,eq,cr,0
eqdecr,BASINID,eq,de,0
eqdecr,COHES,eq,de,0
eqdecr,CRITD,eq,de,0
eqdecr,CTI,eq,de,0
eqdecr,DC,eq,de,0
eqdecr,DI,eq,de,0
eqdecr,DISTRIV,eq,de,0
eqdecr,ELEV,eq,de,0
eqdecr,EQBI,eq,de,0
eqdecr,FIRE,eq,de,0
eqdecr,FIRE1,eq,de,0
eqdecr,FIRE2,eq,de,0
eqdecr,FIRE3,eq,de,0
eqdecr,FIRE4,eq,de,0
eqdecr,FIRE5,eq,de,0
eqdecr,FIRE6,eq,de,0
eqdecr,FIRE7,eq,de,0
eqdecr,FIRE8,eq,de,0
eqdecr,FIREUNC,eq,de,0
eqdecr,GDMID,eq,de,0
eqdecr,GEOID,eq,de,0
eqdecr,GWD,eq,de,0
eqdecr,LAND,eq,de,0
eqdecr,LANDCV,eq,de,0
eqdecr,LANDUNC,eq,de,0
eqdecr,LIQ,eq,de,0
eqdecr,LIQCV,eq,de,0
eqdecr,LIQUNC,eq,de,0
eqdecr,N160CS,eq,de,0
eqdecr,NDVI,eq,de,0
eqdecr,PHI,eq,de,0
eqdecr,PRECIP,eq,de,0
eqdecr,ROUGH,eq,de,0
eqdecr,SLOPE,eq,de,0
eqdecr,SOIL,eq,de,0
eqdecr,SOILPERIOD,eq,de,0
eqdecr,SOILPEROIDUNC,eq,de,0
eqdecr,SOILTHICKNESS,eq,de,0
eqdecr,SOILUNC,eq,de,0
eqdecr,SOILVS,eq,de,0
eqdecr,T15,eq,de,0
eqdecr,TOPO,eq,de,0
eqdecr,WFF,eq,de,0
eqdepc,BASINID,eq,de,0
eqdepc,COHES,eq,de,0
eqdepc,CRITD,eq,de,0
eqdepc,CTI,eq,de,0
eqdepc,DC,eq,de,0
eqdepc,DI,eq,de,0
eqdepc,DISTRIV,eq,de,0
eqdepc,ELEV,eq,de,0
eqdepc,EQBI,eq,de,0
eqdepc,FIRE,eq,de,0
eqdepc,FIRE1,eq,de,0
eqdepc,FIRE2,eq,de,0
eqdepc,FIRE3,eq,de,0
eqdepc,FIRE4,eq,de,0
eqdepc,FIRE5,eq,de,0
eqdepc,FIRE6,eq,de,0
eqdepc,FIRE7,eq,de,0
eqdepc,FIRE8,eq,de,0
eqdepc,FIREUNC,eq,de,0
eqdepc,GDMID,eq,de,0
eqdepc,GEOID,eq,de,0
eqdepc,GWD,eq,de,0
eqdepc,LAND,eq,de,0
eqdepc,LANDCV,eq,de,0
eqdepc,LANDUNC,eq,de,0
eqdepc,LIQ,eq,de,0
eqdepc,LIQCV,eq,de,0
eqdepc,LIQUNC,eq,de,0
eqdepc,N160CS,eq,de,0
eqdepc,NDVI,eq,de,0
eqdepc,PHI,eq,de,0
eqdepc,PRECIP,eq,de,0
eqdepc,ROUGH,eq,de,0
eqdepc,SLOPE,eq,de,0
eqdepc,SOIL,eq,de,0
eqdepc,SOILPERIOD,eq,de,0
eqdepc,SOILPEROIDUNC,eq,de,0
eqdepc,SOILTHICKNESS,eq,de,0
eqdepc,SOILUNC,eq,de,0
eqdepc,SOILVS,eq,de,0
eqdepc,STATECODE,eq,de,0
eqdepc,T15,eq,de,0
eqdepc,TOPO,eq,de,0
eqdepc,WFF,eq,de,0
eqdest,BASINID,eq,de,0
eqdest,COHES,eq,de,0
eqdest,CRITD,eq,de,0
eqdest,CTI,eq,de,0
eqdest,DC,eq,de,0
eqdest,DI,eq,de,0
eqdest,DISTRIV,eq,de,0
eqdest,ELEV,eq,de,0
eqdest,EQBI,eq,de,0
eqdest,FIRE,eq,de,0
eqdest,FIRE1,eq,de,0
eqdest,FIRE2,eq,de,0
eqdest,FIRE3,eq,de,0
eqdest,FIRE4,eq,de,0
eqdest,FIRE5,eq,de,0
eqdest,FIRE6,eq,de,0
eqdest,FIRE7,eq,de,0
eqdest,FIRE8,eq,de,0
eqdest,FIREUNC,eq,de,0
eqdest,GDMID,eq,de,0
eqdest,GEOID,eq,de,0
eqdest,GWD,eq,de,0
eqdest,LAND,eq,de,0
eqdest,LANDCV,eq,de,0
eqdest,LANDUNC,eq,de,0
eqdest,LIQ,eq,de,0
eqdest,LIQCV,eq,de,0
eqdest,LIQUNC,eq,de,0
eqdest,N160CS,eq,de,0
eqdest,NDVI,eq,de,0
eqdest,PHI,eq,de,0
eqdest,PRECIP,eq,de,0
eqdest,ROUGH,eq,de,0
eqdest,SLOPE,eq,de,0
eqdest,SOIL,eq,de,0
eqdest,SOILPERIOD,eq,de,0
eqdest,SOILPEROIDUNC,eq,de,0
eqdest,SOILTHICKNESS,eq,de,0
eqdest,SOILUNC,eq,de,0
eqdest,SOILVS,eq,de,0
eqdest,T15,eq,de,0
eqdest,TOPO,eq,de,0
eqdest,WFF,eq,de,0
eqdevrg_geoid,STATECODE,eq,de,0
eqdevrg_geoid,VRGHAZARD,eq,de,0
eqdevrgliq,CRITD,eq,de,0
eqdevrgliq,DC,eq,de,0
eqdevrgliq,DI,eq,de,0
eqdevrgliq,DISTRIV,eq,de,0
eqdevrgliq,GEOID,eq,de,0
eqdevrgliq,HAZ,eq,de,0
eqdevrgliq,HAZUNC,eq,de,0
eqdevrgliq,LIQCV,eq,de,0
eqdevrgliq,N160CS,eq,de,0
eqdevrgliq,T15,eq,de,0
eqdevrgliq,WFF,eq,de,0
eqdevrgsoil,GEOID,eq,de,0
eqdevrgsoil,HAZ,eq,de,0
eqdevrgsoil,HAZUNC,eq,de,0
eqeccr,BASINID,eq,ec,0
eqeccr,COHES,eq,ec,0
eqeccr,CRITD,eq,ec,0
eqeccr,CTI,eq,ec,0
eqeccr,DC,eq,ec,0
eqeccr,DI,eq,ec,0
eqeccr,DISTRIV,eq,ec,0
eqeccr,ELEV,eq,ec,0
eqeccr,EQBI,eq,ec,0
eqeccr,FIRE,eq,ec,0
eqeccr,FIRE1,eq,ec,0
eqeccr,FIRE2,eq,ec,0
eqeccr,FIRE3,eq,ec,0
eqeccr,FIRE4,eq,ec,0
eqeccr,FIRE5,eq,ec,0
eqeccr,FIRE6,eq,ec,0
eqeccr,FIRE7,eq,ec,0
eqeccr,FIRE8,eq,ec,0
eqeccr,FIREUNC,eq,ec,0
eqeccr,GDMID,eq,ec,0
eqeccr,GEOID,eq,ec,0
eqeccr,GWD,eq,ec,0
eqeccr,LAND,eq,ec,0
eqeccr,LANDCV,eq,ec,0
eqeccr,LANDUNC,eq,ec,0
eqeccr,LIQ,eq,ec,0
eqeccr,LIQCV,eq,ec,0
eqeccr,LIQUNC,eq,ec,0
eqeccr,N160CS,eq,ec,0
eqeccr,NDVI,eq,ec,0
eqeccr,PHI,eq,ec,0
eqeccr,PRECIP,eq,ec,0
eqeccr,ROUGH,eq,ec,0
eqeccr,SLOPE,eq,ec,0
eqeccr,SOIL,eq,ec,0
eqeccr,SOILPERIOD,eq,ec,0
eqeccr,SOILPEROIDUNC,eq,ec,0
eqeccr,SOILTHICKNESS,eq,ec,0
eqeccr,SOILUNC,eq,ec,0
eqeccr,SOILVS,eq,ec,0
eqeccr,T15,eq,ec,0
eqeccr,TOPO,eq,ec,0
eqeccr,WFF,eq,ec,0
eqecdt,BASINID,eq,ec,0
eqecdt,COHES,eq,ec,0
eqecdt,CRITD,eq,ec,0
eqecdt,CTI,eq,ec,0
eqecdt,DC,eq,ec,0
eqecdt,DI,eq,ec,0
eqecdt,DISTRIV,eq,ec,0
eqecdt,ELEV,eq,ec,0
eqecdt,EQBI,eq,ec,0
